uniq_id,question_sets,question,answer
56c9ab7f5b53858c70b46557df65c4ed,question_set2,How many pages are there in the A4 sketch book? Many thanks,Good Afternoon Many thanks for your enquiry. Size: A4 210 x 297mm 80 Sheets 120gsm
f46ac6a2d19ccfdad4ac7d40d8c4932d,question_set1,What are the sizes?,Can't remember exactly but not very big about 3/4 inches each. Gave them to grandson who is really pleased with them.
a9a5ca5c6241deb0c809d006ee3ae26b,question_set1,how many stickers are in the pack thanks,"Hi There are 100 per roll, so 500 in total"
00dcc458c7bba7164260c63f4e5143cb,question_set1,Will the deck grip fit on a mini micro scooter?,Yes we used it on the mini micro
9521747d8045d7a05a6b9ac271bc3f5a,question_set1,Is it too young for an 8 year old boy?,I think it may be too young for an eight year old. I bought it for a five year old. However it all depends on the child. One that loves helping and enjoys having their own tools would love the novelty.
1a37b95a609351c51f23eb588121b9fa,question_set1,HOW BIG IS EACH STAR?,It's 1cm
1a37b95a609351c51f23eb588121b9fa,question_set2,"Can you tell me if this pack contains gold, silver and bronze stars?",Yes I bought this pack of stickers and it has gold silver and bronze stickers inside. They are 3 pages of each colour. And each page has 104 stickers. Which means there are 312 gold stickers 312 silver and 312 bronze.
4352af3fd4a09576f6aa685d0102e90b,question_set1,Has it got the same color on both sides of the paper?,No there's only colour on one side
e6cfaca16ab1b05bbf6865ddca5317de,question_set1,does anyone know if this fits the ikea easel?,"It does fit but the quality of the paper is poor, it's too shines and not good with crayons, Ikea paper much better, if only they delivered"
e6cfaca16ab1b05bbf6865ddca5317de,question_set2,is the paper shiney or is it like ordinary paper?,Ordinary drawing paper. It's great x
e6cfaca16ab1b05bbf6865ddca5317de,question_set3,"I need to check this will fit our (non-standard) easel: what is the diameter of the central cardboard tube, so I can see if it fits over the rod?","The diameter is 2.3 cms, just under an inch.  Hope this helps."
3268925f5753b0753a4498ebb893f1ea,question_set1,Is it actually pinky pie on the front or will i be shipped any pony?,Yes it's actually pinkie pie on the front x
2a23176d3f6baee1a544c8e539edced2,question_set1,are these jars big enough to store 30 small marbles?,Yes
bcb68da8c3f1a30b75ea635436abd4e0,question_set1,Colud you tell me what the cutting sizes are,"Smallest is 4cm, then: 5.5cm,7cm, 8.5cm and the largest is 10cm.Hope this helps. They are excellent and I can't recommend them strongly enough."
d71abff93ecc52eefe7634d53c411488,question_set1,Are they sticky?,NO THEY ARE NOT STICKY
d71abff93ecc52eefe7634d53c411488,question_set2,Are they an equal mix of sizes as is it mainly the larger ones I am wanting.  Thanks,Its lots of different sizes. From tiny to about 5p pieces size. But there are only a few bigger pairs. You would be probably better with a specific set of large ones
d71abff93ecc52eefe7634d53c411488,question_set3,are these sew on eyes please?,No they are not sew on eyes. You have to glue them on.
d71abff93ecc52eefe7634d53c411488,question_set4,Would these stay on if i used pva glue?,"yes, that's what I used on them, no problem."
5663d70d61aac24ee5f0fbd6f5a8763d,question_set1,Hi. I have just purchased two of these. Can I have one of each colour please?,we will do our best but they are assorted colours and so it depends what we received and what we have left.
5663d70d61aac24ee5f0fbd6f5a8763d,question_set2,Are there two of those inflatables in one pack? Thanks,"No, you only get one, put in the comment what colour you would like otherwise they will send whatever! But they are great , worth buying, I'm getting more for this years holiday as we passed them on in turkey. Enjoy"
5663d70d61aac24ee5f0fbd6f5a8763d,question_set3,"Please include 3 of each design, many thanks. DP","the price include 1 piece, in different color available but only 1 piece, best regardsIlGiocattolo.it"
5663d70d61aac24ee5f0fbd6f5a8763d,question_set4,can you chose design,"yes it is possible to choose, please write it in the order or send an email after done it, best regards"
e83bb6df4292835c8c11d098ceaccef5,question_set1,"Hi, can I order one of these via Amazon UK and have it delivered in Spain by Amazon ES?",YesYou can put delivery adress spainThanks
e83bb6df4292835c8c11d098ceaccef5,question_set2,How much does it weigh,"It is actually quite bulky and heavy deflated, it took up half of a suitcase , but is of a very good quality ."
17b64383127e87c184f26c6a9940d91c,question_set1,Is the bottom/base rigid as well?  Expect that dog's claws would damage it otherwise.,"No it isn't rigid, your dog would definitely damage it!"
bc3832202b30ee221b4aa80b1f028f5c,question_set1,hi i bought this a couple of weeks ago and find that the inflatable ring goes down over a week so have to pump it back up is this normal?,"Hi, No this isn't normal we had ours up for 4 months last year and it never ever went down, I would ask for a replacement pool"
bc3832202b30ee221b4aa80b1f028f5c,question_set2,I already have a Intel filter from a Intel 15 ft frame pool which I have thrown out ....question will the tubes fix onto this pool ? (Are they same ),I would imagine so as they are probably standard and you can buy the filter separately without having to specify pool size (I am assuming the old pool was Intex and Intel is a typo.  It is was a different brand then unfortunately I cannot help).  The heater is also well worth the additional money.
bc3832202b30ee221b4aa80b1f028f5c,question_set3,"Hi, does the pump need  to be on at all times or just when the pool is in use?",The pump should be used 6-8 hours a day but not when pool is in use.
bc3832202b30ee221b4aa80b1f028f5c,question_set4,"How long should water stay clean? Pool up for 8 days, used 5 times, filtered for 8 hours but water grey and pool looks filthy. Also have chemicals in.",hi we had our one up for 2 weeks with filter only onwhen pool empty did u have enough chlorine tabletsin it??
bc3832202b30ee221b4aa80b1f028f5c,question_set5,"Hi, does the filter need to be connected to the mains or is it Rechargable ?","Hi there this needs to be plugged into the mains! Thanks, Happyhottubs"
bc3832202b30ee221b4aa80b1f028f5c,question_set6,How flat does the surface need to be?  Our back lawn is at a slight angle. Any suggestions?,i took mine to spain and that was on a slopeyou could build abit with decking
bc3832202b30ee221b4aa80b1f028f5c,question_set7,Hello! Can this item be delivered to Spain. If so at what price and do you use the national postal service or another means of delivery?  UPS? NTL?,"Hello, shipping fee should 5 GBP and will be shipped with DHL.thanks"
cde1bdb9b7bc185fffe4d7e26bae128b,question_set1,"Does it have a padded bottom? If not, is there one that does?","No it doesnt, but ive had mine for 2 years and it is quite strong."
cde1bdb9b7bc185fffe4d7e26bae128b,question_set2,Do you need a pump to blow this paddling pool up or do you blow in to it?,You can do any.
cde1bdb9b7bc185fffe4d7e26bae128b,question_set3,Is the valve standard or do I need a special pump to inflate?,"HiThe pool has an standard valve, no special pump needed.Kind Regards…
    
      see more
    
  
  
    HiThe pool has an standard valve, no special pump needed.Kind RegardsHenriette Janssens
    
      see less"
cde1bdb9b7bc185fffe4d7e26bae128b,question_set4,what is the dimensions of the pool?,Sorry for delay in getting back to you.....pool is 120cm diameter and roughly 30cm high.  It is good quality and is very bright and colourful.
d9abc93fbf41cafe99621285aa3366cc,question_set1,"how big is this set when assembled? The sizes stated on other websites differ from those on Amazon, but maybe these are package sizes? Thanks!","It's roughly 5-6' long and 4-5' wide.  It's HUGE.  My niece and nephew just LOVE this toy and ask to play with it even in the winter time.  Since I live where it snows all winter and is sometimes minus 40 degrees Fahrenheit, they can't play with water outside in the winter, so my nephew contents himself with playing wi…
    
      see more
    
  
  
    It's roughly 5-6' long and 4-5' wide.  It's HUGE.  My niece and nephew just LOVE this toy and ask to play with it even in the winter time.  Since I live where it snows all winter and is sometimes minus 40 degrees Fahrenheit, they can't play with water outside in the winter, so my nephew contents himself with playing with the boats and characters.  I'd recommend buying a few more characters.  Hope this helps.
    
      see less"
d9abc93fbf41cafe99621285aa3366cc,question_set2,is it for indoors,"It is a wonderful waterplay toy , but by the very nature it causes lots of water spills . Ok on a large waterproof mat I guess . My granddaughters have had hours of fun using it on patio . Hope this helps"
d9abc93fbf41cafe99621285aa3366cc,question_set3,How many vehicles do you get in this set? the picture shows 2 boats and a car?,Two boats and a truck.
c273e6c0f77c9b034509121c8a32cb9d,question_set1,Can you fit a hose to the drain plug to empty the pool- thanks!,"I don't think so,i just pull the plug out & empty the water onto the grass."
b5165f3df37d18a418480549a7e1c782,question_set1,are these pools adequate for hot countries,The reason we bought it was because of the immense heatwave we were in at the time and it is perfectly adequate.
b5165f3df37d18a418480549a7e1c782,question_set2,"has anyone bought one of these pools  in Spain,and had it survive the heat",The one I bought is in Turkey so heat not a problem but ultra violet wil take its toll over time but if you get a few years use it won't average out too badly for cost!
b5165f3df37d18a418480549a7e1c782,question_set3,"can this pool cope with the high temperatures of hot countries.i.e.Spain,as we have just aquired one of these pools.","I don't know how well this pool withstands prolonged high temperatures. We use ours in the UK, so I've no experience with extremely high temperatures."
b5165f3df37d18a418480549a7e1c782,question_set4,Hi we have just set this used today. There is now debris in the bottom and the filter doesn't seem to have made any difference. How long,We use kiddies fish net take debri out the pump in my opinion is only good for circulating the chemicals
b5165f3df37d18a418480549a7e1c782,question_set5,What chemicals do you recommend to treat the water? the less draining it needs through the summer the better,"The brand of chemicals we use are by Blue Horizons.  We use a PH+ and PH-, Algae controller, Stabilising chlorine granules.  Hope this helps"
b5165f3df37d18a418480549a7e1c782,question_set6,"Thinking about getting this pool.what heater is compatible with this pool, planning to buy a solar cover but need to keep the water temp to around 30c",Well the pool heater from Amazon keeps my pool  at the level of heat you want
b5165f3df37d18a418480549a7e1c782,question_set7,Does it have a cover or do you need to buy separatley,the cover is sold separatelyIlGiocattolo
b5165f3df37d18a418480549a7e1c782,question_set8,Do you have to leave the pump on continuously or do you have it on for a set time period to clear the debris?,I would keep the pump on whilst in use and then for an hour after use in order to clear the water of any debris.
b5165f3df37d18a418480549a7e1c782,question_set9,do you need a pool ladder ?,"I wouldn't bother if its for the kids, its just an added hazard when they do a running dive/splash! Otherwise it may be useful for the shorter stature. One worry could be kids diving from the top of the ladder, the pool is not deep enough for that"
b5165f3df37d18a418480549a7e1c782,question_set10,does it have a uk plug,Yes it has a uk plug and we found it very easy to set up. Great fun last year and looking forward to using it this year too.
b9682ccb691a5ac3400b64350c174de7,question_set1,Is the slide and the covered table detachable?,No the slide is not detachable. The dinosaur is tho.. My children have had hours of fun in this.
b9682ccb691a5ac3400b64350c174de7,question_set2,"I have two boys, a 5 year old and a 3 year old; is this suitable? if not what is?",It is fine for children 3 years and older .Greetings.
b9682ccb691a5ac3400b64350c174de7,question_set3,Can this be used indoors?,Yes no problem in using indoors if you have the space
b9682ccb691a5ac3400b64350c174de7,question_set4,are the prices in euros currency," 68,00 + TRASPORTO  25,32."
9fa1046298723dcc294ad1c331ac3276,question_set1,does it have an inflated bottom?,No
2812d200d5b6ee65aec48d3366bbe9c9,question_set1,does it have an inflated bottom?,No
afdea597aead8cb66052dfe79b06de7b,question_set1,Hello.i need this flamingo float beafore 28 of august. will i be able to recieve it by this time?? thanks,Hi there. Yes of course. This will be you within 2-3 days approx x
636c6495f9f6ff4812450633b2403d53,question_set1,do you get stock in every week,"No unfortunately this model is difficult to get. We allways restock as soon as we have the opportunety. It's hard to tell when well have it back. General answer ""As soon as possible."""
0116b2f3e75dd9e1d3206e5bee76bbae,question_set1,What material is this made of?,"It's made of plastic with a rubbery bottom,it's good as I use it for a lot of dogs to keep cool.x"
0116b2f3e75dd9e1d3206e5bee76bbae,question_set2,Has anyone used this as a sandpit?,Never tried but I am guessing unless it's at least half full it won't work as the sides are held up by it's contents I.e water
0116b2f3e75dd9e1d3206e5bee76bbae,question_set3,What's the minimum amount of water for the sides to stand up?,Half way up any more they start to empty
0116b2f3e75dd9e1d3206e5bee76bbae,question_set4,"Is this a ""pop up"" pool?",No you have to unfold it from a box and then fold it out and make the sides stand up by pushing them out.
0116b2f3e75dd9e1d3206e5bee76bbae,question_set5,Please can you tell me the dimensions of the box?,Intex 56451 Snorkel Buddies Pool comes in a box that measures 29.5cm x 14.3cm x 14.3cm.
0116b2f3e75dd9e1d3206e5bee76bbae,question_set6,Do u have to blow this up,No
0116b2f3e75dd9e1d3206e5bee76bbae,question_set7,Will it stand up without water in it?,It needs water in it for the sides to stand up but it doesn't need to be full
35f998be32160c459d1d7b299e1cd7ec,question_set1,What is the size of the packaging?,"Not 100% certain I am afraid however it is a tall rectangular shape box approx. 5ft tall by  around 2ft across. It really requires 2 x adults to carry / manoeuvre it. ps. You will probably never get it back in the original box once it has been out, but overall an excellent product. Thanks"
342c4b3097fb8867ea498c43d1f676d8,question_set1,can you buy a cover for the intex family lounge pool.if so were from.,Hi I just bought a large tarpaulin sheet which tucks under the pool and keeps it clean inside
342c4b3097fb8867ea498c43d1f676d8,question_set2,I have this pool but have lost the cap on the air inlet can I buy one please,Sorry but we do net sell spare parts.
342c4b3097fb8867ea498c43d1f676d8,question_set3,Hi do a pump come with this pool or do I have to buy a pump.,No a pump is not supplied but great pool my kids love it best thing I bought for summer  .... Hope this helps x
342c4b3097fb8867ea498c43d1f676d8,question_set4,"Hi, are you able to next day deliver this item if ordered now ? regards Dean","Thank you for your emailIt will take approximately 2 working days to be delivered as unfortunately we do not offer a next day serviceKind regards…
    
      see more
    
  
  
    Thank you for your emailIt will take approximately 2 working days to be delivered as unfortunately we do not offer a next day serviceKind regardsRoss
    
      see less"
342c4b3097fb8867ea498c43d1f676d8,question_set5,How sturdy is the plastic and is it easy to puncture?,Not suitable for dogs
342c4b3097fb8867ea498c43d1f676d8,question_set6,Random Question do you think this would float looking for something to use on a beer float,It's inflatable and I think it as well float
342c4b3097fb8867ea498c43d1f676d8,question_set7,What pool cover would you recommend to use with this item ? Thank you,go to the intex website it tells you what cover to use I know it's one of the rectangle one's but not sure which size
342c4b3097fb8867ea498c43d1f676d8,question_set8,Do u sell a 6ft by 6ft one?,sorry- this is the only size for this design.
342c4b3097fb8867ea498c43d1f676d8,question_set9,how big its the box it comes in,"No, the box is 45x45x15 cm"
342c4b3097fb8867ea498c43d1f676d8,question_set10,do you need an electric pump to blow it up,You can blow it up manually but i use an electric pump
2bcbd458b3756ca793cfc03227c2bec7,question_set1,Does this have a valve to empty the water?,No just have to tip it out
8e45779cb0971302735f8bb2a274b092,question_set1,how many kids can it hold at one time,"Good Morning,the weight limit for this item is 300lbs(136kg) and should hold no more than 4 childrenKind Regards…
    
      see more
    
  
  
    Good Morning,the weight limit for this item is 300lbs(136kg) and should hold no more than 4 childrenKind RegardsDuplay
    
      see less"
8e45779cb0971302735f8bb2a274b092,question_set2,How large is the package for this water slide when delivered?,It is not very large at all. It fitted in the boot of the car
6f3efb8b4a45bf3093abc72481ab301f,question_set1,If I set it up on the lounge floor of my 2nd floor flat would it be too heavy and fall through to the floor below? Because dang it gets hot in there.,I would think that's a very bad idea. Full of water it is incredibly heavy!
6f3efb8b4a45bf3093abc72481ab301f,question_set2,Which intex air pumps best for inflating top ring? They say intex hand pump but does it do quick enough and not hurt arms? or electric pump best?,Hand pump is fine.
6f3efb8b4a45bf3093abc72481ab301f,question_set3,Does this swimming pool not come with a filter pump?,I bought the 12 foot x 3 foot version and it does come with a filter pump.
6f3efb8b4a45bf3093abc72481ab301f,question_set4,Do you have to fill this pool right up to get it to take shape? Or can you half fill it if you don't want it too deep for little ones? Thanks.,"You can fill the pool in stages, but it has to be full to take the shape"
6f3efb8b4a45bf3093abc72481ab301f,question_set5,can a pump be fitted onto this pool ?,yes it can.
6f3efb8b4a45bf3093abc72481ab301f,question_set6,Can you put these pools on hard ground e.g. Patio??,"I put my pool on the grass on top of a ground sheet to protect it. I personally wouldn't put it directly onto a hard standing without any padding or protection for the pool but more importantly it will be quite dangerous for children or adults if put directly onto a hard standing. My step son slipped and because it was…
    
      see more
    
  
  
    I put my pool on the grass on top of a ground sheet to protect it. I personally wouldn't put it directly onto a hard standing without any padding or protection for the pool but more importantly it will be quite dangerous for children or adults if put directly onto a hard standing. My step son slipped and because it was on the grass it helped absorb his fall and he was shaken but physically fine but if it was on concrete or patio it would have been a different outcome! But that goes for any pool.
    
      see less"
6f3efb8b4a45bf3093abc72481ab301f,question_set7,Does this pool have plug holes to connect filter?,Mine did but even though I bought the filter designed to fit the pool the holes were not the right size. Causing it to constantly loose water b
6f3efb8b4a45bf3093abc72481ab301f,question_set8,how much chlorine do you need to dose it with,do not use it
6f3efb8b4a45bf3093abc72481ab301f,question_set9,how much chlorine do you need to dose it with,"no simple answer, start with getting 'Stabilised chlorine granules' i buy it by the 5kg pack and simple test 4way test strip (sold in pots of about 50) this will last upto two years for me, start filter pump running and and about a cup full of chlorine mix slowly into pool leave for a few minutes then test keep topping…
    
      see more
    
  
  
    no simple answer, start with getting 'Stabilised chlorine granules' i buy it by the 5kg pack and simple test 4way test strip (sold in pots of about 50) this will last upto two years for me, start filter pump running and and about a cup full of chlorine mix slowly into pool leave for a few minutes then test keep topping up with more chlorine as needed. check daily! also buy  1lt of algaecide dose as per instructions on container otherwise your pool water could go green.
    
      see less"
6f3efb8b4a45bf3093abc72481ab301f,question_set10,Does it come with a pump,No it does not
38d534f851d61abfed305c283a1aca80,question_set1,Does it come with pump,Mine didn't come with a pump.  your better off getting an electric pump.. much quicker to blow it up..
38d534f851d61abfed305c283a1aca80,question_set2,Does it come with pump,No it doesn't but it's a realty good spacious pool once blown up
38d534f851d61abfed305c283a1aca80,question_set3,How do you inflate it?,"We just blew it up like a balloon but u could prob use a pump, it didn't take long."
38d534f851d61abfed305c283a1aca80,question_set4,What is the package weight?,"Its not that heavy you no , i was surprised how light it was, great value for money,"
38d534f851d61abfed305c283a1aca80,question_set5,How many litres to fill it please?,I don't know how many litres but it take about 15 minutes with the hose pipe hope that helps
ffc9b4d174e00be745de00242a226717,question_set1,please can you tell me what filters i need for this pump please..  Thank you,Ours actually came with the pump supplied in the box.
ffc9b4d174e00be745de00242a226717,question_set2,Do you ship to Poland?,"Yes, we ship.Thanks.Neffy Shop"
ffc9b4d174e00be745de00242a226717,question_set3,Do you ship to the Republic of Ireland?,No I am sorry but we do ship to the republic of Ireland.
ffc9b4d174e00be745de00242a226717,question_set4,how do I know when its full,"When water fills the pool till the "" bleu ring"" of the border (you can see it in the photo)"
e1773c1d0180d6fcb9840b0c8e852a31,question_set1,"Hi< what size pump is suitable for this pool. Is it a standard size pump, which could fit! Thanks",Hi yes a standard pump is fine
e1773c1d0180d6fcb9840b0c8e852a31,question_set2,"Hi, I have already bought this item but I am now missing the plug and was wondering if you could sell me the plug on its own?","Sorry Joanna, I bought the pool and sent it out of the country for my Grandson, can't help you with a plug. Peter"
96fdea450db618a9ce3ec489a4bd2aff,question_set1,Is this this long enough to wrap it around the child?,"More than long enough, probably 5 ft in height"
96fdea450db618a9ce3ec489a4bd2aff,question_set2,how many pieces in one order?,One.
cdea60f71c5d81efe2af70cc7a7a5636,question_set1,Can it be used in a swimming pool?,Yes for small child
cdea60f71c5d81efe2af70cc7a7a5636,question_set2,can you turn the slide round to go into the pool?,Hi no you can't
cdea60f71c5d81efe2af70cc7a7a5636,question_set3,does this come with a pump?,No sorry there is no pump included we used the one we already had!!
c3a1a5bb1d521e0cf42498206a8ce57f,question_set1,why is it advertised at £28.59 with free delivery and it's costing me £31.89?,maybe you choose a vendor wich is not offering free delivery. check all the vendors available
c3a1a5bb1d521e0cf42498206a8ce57f,question_set2,Are the measurements of the pool from outside or inside the walls?,the outside.
c3a1a5bb1d521e0cf42498206a8ce57f,question_set3,how big is size A and normal,Both same size by what I can gather if u look when u click either option they're different sellers though
c3a1a5bb1d521e0cf42498206a8ce57f,question_set4,Any chance I could transport it without the box? Or does it still take up much space?,"yes it easily comes out the box, its a great hardwearing pool and big enough!"
c3a1a5bb1d521e0cf42498206a8ce57f,question_set5,Interested in this product to take home with me over the summer. Can any one tell me about packaging? Is the box small enough to fit into a suitcase?,its 7.7kg. 40 x 13	x 40cm box size.
c3a1a5bb1d521e0cf42498206a8ce57f,question_set6,Does anyone know the pool's capacity in litres?  Thanks,This pool can hold the following water capacity (75%):1302 L (344 gal).
c3a1a5bb1d521e0cf42498206a8ce57f,question_set7,does it come with a pump and punture repair kit,No. I bought 2 paddling pools and neither came with repair kit.  I had to buy repair kit separately.
c3a1a5bb1d521e0cf42498206a8ce57f,question_set8,Does it come with valve or stopper outlet for emptying pool,Oh Lordy just checked and the answer is NO!
c3a1a5bb1d521e0cf42498206a8ce57f,question_set9,This item arrived faulty (ie a slow puncture) and I'm trying to return it but it's saying I have to pay the postage???,"Hi, We are sorry to hear this. It would be best to contact the sellers as they would be able to help the best. Kind regards, Urban Trading"
2178ab29b623c959e49d38e101bd3792,question_set1,Does it suitable for 1.5 years old?,"Hi,These are suitable for ages 3 - 6 years."
a0fd1d3bbf9638eb4510fee494d008ef,question_set1,"Im thinking of purchasing this pool, what colour is the pool ? is it blue like the picture, or rainbow colours as stated in title ?",It is blue and white.  Excellent value for money. Easy to inflate with an electric ( battery operated ) pump.
b63f7487d0759c300d25c69aa83fa438,question_set1,how many per packet,one
e0e21fcae4592f8ec3a0670c6cf4477a,question_set1,does the sides stay up with out water in it,"The water keeps the sides up, unfortunately without the water in they fall inside.  Hope this helps. Val"
1c797bd1635f33e675a9c3be1adb7b7d,question_set1,HI. Is the pump noisey in use. Our current (similar) pump makes a loud wheezing sound when pumped.,"Hi There, Yes...ALL pumps in this chategory will, by their very nature & design, make a load wheezing sound. These pumps incorporate an essential one-way valve that that alternately shuts off and then allows the compressed air to pass. These pumps work on the efficient principle of double action... air is compressed bo…
    
      see more
    
  
  
    Hi There, Yes...ALL pumps in this chategory will, by their very nature & design, make a load wheezing sound. These pumps incorporate an essential one-way valve that that alternately shuts off and then allows the compressed air to pass. These pumps work on the efficient principle of double action... air is compressed both on the downstroke plus upstroke. Live with it - the pump is faster than single stroke. Hope this helps
    
      see less"
1c797bd1635f33e675a9c3be1adb7b7d,question_set2,Can this hand pump be used to inflate bicycle tyres?,"It's a very large connection on the end so I doubt it, and could burst the tyre quite easily I reckon"
1c797bd1635f33e675a9c3be1adb7b7d,question_set3,Can this be used for wheelchairs? or can I use an ordinary bicycle pump?,"It's for air beds and pool toys, not bicycles or wheelchairs, low pressure high volume, you need high pressure low volume."
1c797bd1635f33e675a9c3be1adb7b7d,question_set4,Can i use this to clean inside of my pc instead of air cans. It is powerfull enough?,I would not think so - the size of the nozzle means that the air pressure is too diffuse - it wouldn't blow the dust away
1c797bd1635f33e675a9c3be1adb7b7d,question_set5,Dose it come with more than one attachment as I will need it to pump up a dingy and the size of the holes,yes it does
1c797bd1635f33e675a9c3be1adb7b7d,question_set6,What sizes are the nozzles please?,No idea .gave it to a friend so not able to look.sorry
1c797bd1635f33e675a9c3be1adb7b7d,question_set7,Can the pump deflate?,No
1c797bd1635f33e675a9c3be1adb7b7d,question_set8,I have a kayak with two chambers in the floor and sides. I need to inflate them equally. Is there a gauge?,No I'm afraid there's not l
1c797bd1635f33e675a9c3be1adb7b7d,question_set9,"Okay, I've bought the Intex single inflatable bed and it looks good.    Is this pump guaranteed compatible?",I was skeptical to when I purchased it but don't worry it is compatible with I'd reckon every airbed you'll ever buy.  It has three nozzles but the main one should be the only one you'll need.
1c797bd1635f33e675a9c3be1adb7b7d,question_set10,Hi dose the pump come with just one attachment ? Because I need it to infate an dingy that has a large,Hi the pump comes with smaller adaptors we use the main hose hole only as we use it to pump up a air mattress. which it does very well . hope this was a help
47f203406cb0bb4d8c8424a950bc16b1,question_set1,What type of batteries does this require?,"As far as I know, this item requires no batteries."
47f203406cb0bb4d8c8424a950bc16b1,question_set2,Is it made of metal?,"Metal and plastic. The silver parts of the barrel and grip are made of metal, the brown parts are plastic. The hammer and frizzen are made of silver-painted plastic."
47f203406cb0bb4d8c8424a950bc16b1,question_set3,"I purchased the item because it says ""shot with sound"". This pistol makes no sound! Please help! How is it supposed to work???","No idea, even the caps recommended don't work"
d090e78f4935ca223a868e778c10cf59,question_set1,Can this be inflated using a hairdryer?,Not got a clue
0a4da93a63f3ecacf47c830f25cb2788,question_set1,how far does it fire and is it acurate,"I was able to hit a deer from 700 yards. However, I was on an incline, shooting down the slope with the wind behind me. The great thing is that the deer was unhurt as the discs are soft!"
f1b301331cec85f92fea09709dde4bda,question_set1,"Can I get any spear 12 dart clip for this gun, for my daughter?",Yes got mine here on amazon
9206e4720f2b7cf9c73a5324364df2d1,question_set1,How many boats does this come with?,"As in the pictures, there should be three boats and a small biplane. The biplane on ours was not properly sealed and took on water. The boats in general seemed a wee bit too big for the canals and often wound up stopped on the corners. I'd recommend getting or making your own boats, even some wine corks cut in two woul…
    
      see more
    
  
  
    As in the pictures, there should be three boats and a small biplane. The biplane on ours was not properly sealed and took on water. The boats in general seemed a wee bit too big for the canals and often wound up stopped on the corners. I'd recommend getting or making your own boats, even some wine corks cut in two would make decent little ships to pop in here.
    
      see less"
9206e4720f2b7cf9c73a5324364df2d1,question_set2,What are the dimensions of this when assembled? Would like to buy a kids-height plastic table to put it on...would this be a good idea?,"I don't know the exact dimensions as I took it to family overseas so I don't have it but I guess it was about 4' long or more.  You would need a pretty large, sturdy table.  Having said that, it would stop children from sitting and walking on it as my small grandchildren immediately did!  If you are a DIY type, it migh…
    
      see more
    
  
  
    I don't know the exact dimensions as I took it to family overseas so I don't have it but I guess it was about 4' long or more.  You would need a pretty large, sturdy table.  Having said that, it would stop children from sitting and walking on it as my small grandchildren immediately did!  If you are a DIY type, it might be better to make a plank frame thing on legs.  If it stood on legs I think it would work better than on the ground.
    
      see less"
9206e4720f2b7cf9c73a5324364df2d1,question_set3,Just wondered if these parts are interchangable? If you were to buy two sets can they be interlinked to make 1 giant playset?,"It is quite a while ago that I put this together but the sections all link in so I think it would be possible to arrange the ""track"" differently to combine two sets. Good luck."
f8a001ac967a2c9d1a12cd77dfffa1ec,question_set1,Can you tell me if the boat and car come with the set or do you need to buy them separately?,Yes they come with it.
f8a001ac967a2c9d1a12cd77dfffa1ec,question_set2,Could you play with this inside ?,"No, we found it leaks quite a bit and needed to be topped up quite often. We were not happy with the product , sorry!"
b713bf7182dc9e17c16479df65dc792b,question_set1,Do you have to have a filter pump for these easy set pool? Because they have the holes but do they also have removable caps.,"In the pool liner are no holes, the terminals are only prepared."
34cfdec9f7d15158b5985b41376cf623,question_set1,Does anyone know what the water capacity is ?,ca. 1000 Litre
d8f277b703c70537ab3f91c37b9ff52a,question_set1,have bought the pool and having difficulty attaching host to cannon. how do you do it?,jus rested over the side
fe0910fc3e275915b402c89043517f12,question_set1,"Hi there, is there any way you would ship this to Sweden? I so want to get it for my daughter!! Thank you, Jenny",yes no problema.
e4a3a384365752ac4c670bdee6f65181,question_set1,Do yoou have to use a drinks bottle with a water-tight sealing band or is the water-tight sealing band part of the item?,It is part of the item
05c14e6ab7532bc2d05dc9d75e184b89,question_set1,"Hi, would this be suitable for a 9 and 6 year old as a second quick splash pool (we have a big 3 metre pool already that takes ages to fill). Thanks",We bought this for our grandson who is now 1 and our 10 & 16 year old granddaughters had great fun with it!! So as a fun 2nd pool id say yes :-) xx
05c14e6ab7532bc2d05dc9d75e184b89,question_set2,How do you stop the air in the pool from coming out of the holes in the jet?,Do you mean out of where the water sprays?
8c879f9b14c7ca6945666bd18810be67,question_set1,don't understand the sizing I am assize 12 14 what size would I need to order,I think you would need to order a medium. Im a size 16 and i ordered Large and it fitted great.
c0c75ce0dcbad3ba4b5b502ac1c70d2f,question_set1,Hi please can you tell me the chest and waist measurements? Also is it an elasticated waist ? Thankyou Angela,"Hi Angela,The measurements for this costume are:Around Bust/Chest - 30-44"" 76-112cms…
    
      see more
    
  
  
    Hi Angela,The measurements for this costume are:Around Bust/Chest - 30-44"" 76-112cmsAround Waist - 26-36"" 66-92cmsKind regardsKirstieMidlands Fancy Dress
    
      see less"
c0c75ce0dcbad3ba4b5b502ac1c70d2f,question_set2,My daughter is approx 122cm. What size should I buy?,I'd say medium :)
c0c75ce0dcbad3ba4b5b502ac1c70d2f,question_set3,What age is large?,My lil girl is almost 9 and it was lil bit big on shoulders/neck line but other than that id say perfect fit x
68e785065c22d86d03c1e2ffb9ef3578,question_set1,Would the fabric be okay to dye?,"Hi, This fabric is 100% polyester so would probably not take dye particularly well. I hope this helps."
4223bc7a6de7a6ddd9cd9939b612beee,question_set1,Is this a generous fit? I would normally order a 16 or a 16 / 18 if not generous but am unsure if a 14 / 16 will fit. Thanks,I'm a 12 usually I ordeered12 to 14 was perfect fit. It's elastic at bust area. Hope this helps 
